ident,name,type,country_code
KB,Kota Bharu,NDB,MY
KK,Kong Kong,NDB,MY
KL,Kayell,NDB,MY
LHD,Lahad Datu,NDB,MY
LK,Langkawi,NDB,MY
MC,Malacca,NDB,MY
MDI,Marudi,NDB,MY
MYY,Miri,NDB,MY
NM,Kuala Lumpur,NDB,MY
PK,Pekan,NDB,MY
PNG,Penang,NDB,MY
PR,Parit Buntar,NDB,MY
SM,Kuala Lumpur,NDB,MY
SN,Sandakan,NDB,MY
TA,Telok Intan,NDB,MY
TMS,Tanjung Manis,NDB,MY
TU,Kuala Terengganu,NDB,MY
TWU,Tawau,NDB,MY
VAS,Alor Star,VOR-DME,MY
VBA,Batu Arang,VOR-DME,MY
VBT,Butterworth,VORTAC,MY
VBU,Bintulu,VOR-DME,MY
VGK,Gong Kedak,VORTAC,MY
VIH,Ipoh,VOR-DME,MY
VJN,Kota Kinabalu,VOR-DME,MY
VJR,Johor Bahru,VOR-DME,MY
VKB,Kota Bharu,VOR-DME,MY
VKE,Kerteh,VOR-DME,MY
VKG,Kuching,VOR-DME,MY
VKL,Kuala Lumpur,VOR-DME,MY
VKN,Kuantan,VORTAC,MY
VKT,Kuala Terengganu,VOR-DME,MY
VLB,Labuan,VOR-DME,MY
VLG,Limbang,VOR-DME,MY
VMI,Miri,VOR-DME,MY
VMK,Malacca,VOR-DME,MY
VMR,Mersing,VOR-DME,MY
VPG,Penang,VOR-DME,MY
VPL,Langkawi,VOR-DME,MY
VPS,Ipoh,VOR,MY
VPT,Pulau Tioman,VOR-DME,MY
VSI,Sibu,VOR-DME,MY
VSN,Sandakan,VOR-DME,MY
VTW,Tawau,VOR-DME,MY
VZU,Mulu,VOR-DME,MY
CH,Chimoio,NDB,MZ
DO,Dondo,NDB,MZ
IN,Inhambane,NDB,MZ
LP,Limpopo,NDB,MZ
PB,Pemba,NDB,MZ
SO,Songo,NDB,MZ
TZ,Tete Chingodzi,NDB,MZ
UG,Ulongwe,NDB,MZ
VBR,Beira,VOR-DME,MZ
VL,Vilankulo,NDB,MZ
VLC,Lichinga,VOR-DME,MZ
VMA,Maputo,VOR-DME,MZ
VNP,Nampula,VOR-DME,MZ
VQL,Quelimane,VOR-DME,MZ
VTZ,Tete Chingodzi,VOR,MZ
AD,Arandis,NDB,NA
GFV,Grootfontein,VOR-DME,NA
KL,Katima Mulilo,NDB,NA
KTV,Keetmanshoop,VOR-DME,NA
OA,Ondangwa,NDB,NA
OP,Opuwa,NDB,NA
OW,Otjiwarongo,NDB,NA
RC,Ruacana,NDB,NA
TM,Tsumeb,NDB,NA
WBV,Walvis Bay,VOR-DME,NA
WHV,Windhoek,VOR-DME,NA
AV,La Tontouta,NDB,NC
BL,Ile Art,NDB,NC
FND,La Tontouta,NDB,NC
IP,Ile Des Pins,NDB,NC
KO,Koumac,NDB,NC
KQ,Kone,NDB,NC
LFU,Lifou,VOR-DME,NC
LTO,La Tontouta,VOR-DME,NC
MD,Magenta,NDB,NC
MG,Magenta,NDB,NC
MGA,Ouere,VOR-DME,NC
MR,Mare,NDB,NC
NW,La Tontouta,NDB,NC
OA,Ouvea,NDB,NC
TH,Touho,NDB,NC
ARL,Arlit,NDB,NE
AS,Agades,VOR,NE
AS,Agades,NDB,NE
DIR,Dirkou,VOR,NE
IN,Zinder,NDB,NE
MY,Maradi,NDB,NE
NY,Niamey,VOR-DME,NE
NY,Niamey,NDB,NE
TA,Tahoua,NDB,NE
ZR,Zinder,VOR,NE
NF,Norfolk Island,VOR-DME,NF
ABC,Abuja,VOR-DME,NG
AG,Abuja,NDB,NG
AK,Akure,NDB,NG
AO,Kano,NDB,NG
BC,Benin,NDB,NG
BDA,Bida,VOR-DME,NG
BE,Benin,NDB,NG
BEN,Benin,VOR-DME,NG
CAL,Calabar,VOR-DME,NG
CR,Calabar,NDB,NG
ENG,Enugu,VOR-DME,NG
GB,Gboko,VOR-DME,NG
GW,Gwasero,VOR-DME,NG
IB,Ibadan,NDB,NG
IBA,Ibadan,VOR-DME,NG
IL,Ilorin,VOR-DME,NG
IL,Ilorin,NDB,NG
IN,Ibadan,NDB,NG
JB,Jos,NDB,NG
JOS,Jos,VOR-DME,NG
KAN,Kano,VOR-DME,NG
KC,Kaduna,NDB,NG
KDA,Kaduna,VOR,NG
KO,Kano,NDB,NG
KT,Katsina,NDB,NG
KU,Kaduna,VOR-DME,NG
LA,Lagos,NDB,NG
LAG,Lagos,VOR-DME,NG
LOS,Lagos,VOR-DME,NG
MA,Maiduguri,NDB,NG
MIU,Maiduguri,VOR-DME,NG
MK,Makurdi,NDB,NG
MNA,Minna,VOR-DME,NG
OK,Okitipupa,NDB,NG
OW,Owerri,NDB,NG
PH,Port Harcourt,NDB,NG
PO,Potiskum,VOR-DME,NG
POT,Port Harcourt,VOR-DME,NG
SOK,Sokoto,VOR-DME,NG
YOL,Yola,VOR-DME,NG
BLU,Bluefields,VOR-DME,NI
MGA,Managua,VOR-DME,NI
PZA,Puerto Cabezas,VOR-DME,NI
YNP,Managua,NDB,NI
AMS,Amsterdam,VOR-DME,NL
CH,Schiphol,NDB,NL
DLN,Deelen,TACAN,NL
EEL,Eelde,VOR-DME,NL
EHN,Eindhoven,NDB,NL
EHV,Eindhoven,TACAN,NL
FRT,Haastrecht,DME,NL
FRT,Lelystad,DME,NL
GUL,Gull,NDB,NL
GZR,Gilze Rijen,TACAN,NL
HDR,Den Helder,VOR-DME,NL
HSD,Haamstede,VOR,NL
LWD,Leeuwarden,TACAN,NL
MAS,Maastricht,VOR-DME,NL
NV,Schiphol Locator,NDB,NL
NW,Maastricht,NDB,NL
PAM,Pampus,VOR-DME,NL
PH,Eindhoven,NDB,NL
PS,Rotterdam Locator,NDB,NL
RKN,Rekken,VOR-DME,NL
ROT,Rotterdam,NDB,NL
RR,Rotterdam Locator,NDB,NL
RTM,Rotterdam,VOR-DME,NL
SO,Eelde,NDB,NL
SPL,Schiphol,VOR-DME,NL
SPY,Spijkerboor,VOR-DME,NL
SSB,Soesterberg,TACAN,NL
STD,Stad,NDB,NL
STK,Stadskanaal,NDB,NL
THN,Thorn,NDB,NL
TWN,Twenthe,TACAN,NL
TWN,Twenthe,NDB,NL
VBG,Valkenburg,TACAN,NL
VKL,Volkel,TACAN,NL
WDT,Woensdrecht,TACAN,NL
ZL,Maastricht Locator Zl,NDB,NL
AD,Anda,NDB,NO
AL,Lepsoy,NDB,NO
ALA,Alta,NDB,NO
AND,Andoya,VOR-DME,NO
ASK,Askoy,NDB,NO
ATA,Alta,VOR-DME,NO
BAR,Bardufoss,TACAN,NO
BBU,Brandbu,VOR-DME,NO
BDF,Bardufoss,VOR-DME,NO
BDO,Bodo,VOR-DME,NO
BGU,Bergerud,NDB,NO
BJO,Bjornoya,NDB,NO
BL,Bringeland,NDB,NO
BN,Birkeland,NDB,NO
BNA,Banak,VOR-DME,NO
BNK,Banak,TACAN,NO
BNN,Bronnoy,VOR-DME,NO
BNR,Banak,NDB,NO
BOO,Bodo,TACAN,NO
BRS,Bremsnes,NDB,NO
BTA,Bratta,NDB,NO
BV,Berlevag,NDB,NO
BVK,Baatvik,NDB,NO
BX,Batsfjord,NDB,NO
DA,Dalen,NDB,NO
DRA,Drammen,VOR-DME,NO
EVD,Evenes,VOR-DME,NO
EVS,Evenes,TACAN,NO
FJ,Fjortoft,NDB,NO
FLE,Flesland,TACAN,NO
FLO,Floro,VOR-DME,NO
FLR,Flornes,NDB,NO
FLS,Flesland,VOR-DME,NO
FLV,Fleinvaer,NDB,NO
FN,Finndal,NDB,NO
FOR,Forsol,NDB,NO
FS,Fjellstad,NDB,NO
FSK,Fauske,NDB,NO
FT,Fleten,NDB,NO
GFC,Gullfaks,NDB-DME,NO
GRK,Grakallen,NDB,NO
GRM,Gardermoen,VOR-DME,NO
HAA,Hamar,NDB,NO
HD,Hestad,NDB,NO
HE,Heddal,NDB,NO
HEI,Heidrun,NDB-DME,NO
HG,Hegra,NDB,NO
HK,Hasvik,NDB,NO
HL,Helle,NDB,NO
HLN,Helnes,NDB,NO
HMF,Hammerfest,VOR-DME,NO
HN,Hovden,NDB,NO
HNS,Hoynes,NDB,NO
HTK,Hestvik,NDB,NO
HUM,Hummelfjell,TACAN,NO
IL,Ilstad,NDB,NO
KBV,Kobbe,NDB,NO
KG,Kjerringnes,NDB,NO
KIK,Kirkenes,VOR-DME,NO
KKS,Kirkenes,NDB,NO
KLD,Kalhovd,VOR-DME,NO
KN,Skrova,NDB,NO
KNO,Kautokeino,TACAN,NO
KRM,Karmoy,VOR-DME,NO
KT,Katnes,NDB,NO
KV,Kvalsund,NDB,NO
KVB,Kvernberget,VOR-DME,NO
L,Porsang,NDB,NO
LL,Leirin,NDB,NO
LS,Langeneset,NDB,NO
LST,Lista,TACAN,NO
LST,Lista,NDB,NO
LVK,Leirvika,NDB,NO
MES,Mesnali,VOR-DME,NO
MH,Mehamn,NDB,NO
MOS,Mosjoen,TACAN,NO
MR,Myra,NDB,NO
NMS,Namsos,NDB,NO
NTD,Notodden,NDB,NO
ODD,Odden,NDB,NO
ODR,Odderoy,NDB,NO
OPA,Oppaker,NDB,NO
ORL,Orland,TACAN,NO
OYA,Andoya,TACAN,NO
RBU,Rambu,NDB,NO
REK,Reksten,NDB,NO
RG,Tune,NDB,NO
RS,Roest,VOR-DME,NO
RS,Roros,NDB,NO
RSY,Rennesoy,NDB,NO
RVK,Roervik,VOR-DME,NO
RYG,Rygge,TACAN,NO
SA,Sorreisa,NDB,NO
SAD,Sandsund,NDB,NO
SD,Sandane,NDB,NO
SDA,Seida,VOR-DME,NO
SF,Sandefjord,NDB,NO
SIG,Sigdal,VOR-DME,NO
SJA,Senja,NDB,NO
SKG,Skagen,VOR-DME,NO
SKI,Skien,VOR-DME,NO
SLB,Solberg,NDB,NO
SM,Fossmo,NDB,NO
SOA,Sola,TACAN,NO
SOG,Sogndal,VOR-DME,NO
SOK,Soknen,NDB,NO
SPA,Sleipner A,NDB-DME,NO
STD,Stord,VOR-DME,NO
STG,Stegen,NDB,NO
STM,Strommen,NDB,NO
STO,Stokka,VOR-DME,NO
STT,Stott,NDB,NO
SVA,Svensheia,VOR-DME,NO
TAT,Tautra,NDB,NO
TGA,Tolga,VOR-DME,NO
TIL,Tiller,NDB,NO
TM,Lanes,NDB,NO
TO,Malvik,NDB,NO
TOR,Torp,VOR-DME,NO
TR,Tor,NDB,NO
TRF,Tyrifjord,NDB,NO
TRL,Troll,DME,NO
TRM,Trondheim,VOR-DME,NO
TRO,Tromso,VOR-DME,NO
TV,Talvik,NDB,NO
ULA,Ula,NDB,NO
ULV,Ulvingen,NDB,NO
UTH,Uthaug,NDB,NO
VAE,Vaernes,TACAN,NO
VAR,Varhaug,NDB,NO
VD,Vadso,NDB,NO
VEA,Svea,DME,NO
VFL,Vardefjell,VOR-DME,NO
VG,Vaga,NDB,NO
VGA,Vigra,NDB,NO
VIA,Vigra,TACAN,NO
VIG,Vigra,VOR-DME,NO
VNG,Vangnes,NDB,NO
VOO,Vollo,VOR-DME,NO
VRD,Vardo,VOR-DME,NO
YG,Enge,NDB,NO
ZO,Sola,NDB,NO
ZOL,Sola,VOR-DME,NO
BDA,Bhattedanda,VOR-DME,NP
BHP,Bharatpur,NDB,NP
BRT,Biratnagar,VOR-DME,NP
BWA,Bhairahawa,VOR-DME,NP
DHI,Dhangadhi,NDB,NP
DNG,Dang,NDB,NP
DTI,Doti,NDB,NP
JKP,Janakpur,NDB,NP
JLA,Jumla,NDB,NP
JPA,Chandragadhi,NDB,NP
KTM,Kathmandu,VOR-DME,NP
LDA,Lamidada,NDB,NP
LNC,Nalinchowk,NDB,NP
NGJ,Nepalgunj,VOR-DME,NP
PHR,Pokhara,NDB-DME,NP
RBJ,Rajbiraj,NDB,NP
RKM,Chaurijhari,NDB,NP
SKT,Surkhet,NDB,NP
SMR,Simara,VOR-DME,NP
TTR,Tumlingtar,NDB,NP
VTN,Biratnagar,NDB,NP
NI,Nauru,VOR-DME,NR
NU,Niue,NDB-DME,NU
AA,Auckland,VOR-DME,NZ
AP,Taupo,NDB-DME,NZ
AS,Ashburton,NDB,NZ
AY,Appleby,NDB,NZ
BE,Berridale,NDB,NZ
BM,Blenheim,NDB-DME,NZ
BU,Burnham,NDB,NZ
CC,Cape Campbell,NDB,NZ
CH,Christchurch,VOR-DME,NZ
CI,Chatham Islands,NDB,NZ
FY,Ferry,NDB,NZ
GB,Great Barrier,NDB,NZ
GS,Gisborne,VOR-DME,NZ
HD,Whitford,NDB,NZ
HK,Hokitika,NDB-DME,NZ
HL,Henley,NDB-DME,NZ
HN,Hamilton,VOR-DME,NZ
KI,Kaikoura,NDB,NZ
KK,Kerikeri,NDB-DME,NZ
KT,Kaitaia,NDB-DME,NZ
LX,Alexandra,NDB-DME,NZ
MI,Mosgiel,NDB,NZ
MO,Manapouri,NDB-DME,NZ
NL,Newlands,NDB,NZ
NP,New Plymouth,VOR-DME,NZ
NR,Napier,VOR-DME,NZ
NS,Nelson,VOR-DME,NZ
NV,Invercargill,VOR-DME,NZ
OD,Woodend,NDB,NZ
OH,Ohakea,VORTAC,NZ
OR,Ohura,VOR-DME,NZ
OT,Westpoint,NDB,NZ
OU,Oamaru,NDB,NZ
PM,Palmerston North,VOR-DME,NZ
PP,Paraparaumu,NDB-DME,NZ
RD,Miranda,NDB,NZ
RO,Rotorua,VOR-DME,NZ
RY,Mount Mary,VOR-DME,NZ
SF,Springfield,NDB,NZ
SH,Slope Hill,VOR-DME,NZ
SW,Swampy,VOR-DME,NZ
SY,Surrey,NDB,NZ
TG,Tauranga,NDB-DME,NZ
TM,Taumarunui,NDB,NZ
TR,Tory,VOR-DME,NZ
TU,Timaru,NDB-DME,NZ
TY,Titahi Bay,NDB,NZ
WB,Woodbourne,VOR-DME,NZ
WI,Waiuku,NDB,NZ
WK,Whakatane,NDB-DME,NZ
WN,Wellington,VOR-DME,NZ
WO,Wairoa,NDB,NZ
WP,Whenuapai,VORTAC,NZ
WR,Whangarei,NDB-DME,NZ
WS,Westport,NDB-DME,NZ
WU,Wanganui,NDB-DME,NZ
YW,Eyrewell,VOR-DME,NZ
FHD,Fahud,VOR-DME,OM
HAI,Haima,VOR-DME,OM
IZK,Izki,VOR-DME,OM
MCT,Seeb,VOR-DME,OM
MR,Masirah,NDB,OM
MRH,Masirah Island,VORTAC,OM
MRL,Marmul,VOR-DME,OM
NSB,Seeb,NDB,OM
OA,Marmul,NDB,OM
OL,Ghaba,NDB,OM
SAN,Salalah,NDB,OM
SLL,Salalah,VOR-DME,OM
SUR,Sur,VOR-DME,OM
TMR,Thumrait,VORTAC,OM
AT,Tocumen,NDB,PA
BDT,Bocas Del Toro,VOR-DME,PA
CHE,Alonso Valderrama,NDB,PA
DAV,David,VOR-DME,PA
FNC,Enrique Jimenez,VOR-DME,PA
PML,La Palma,VOR,PA
STG,Santiago,VOR-DME,PA
TBG,Taboga Island,VOR-DME,PA
TPL,Tupile,NDB,PA
TUM,Tocumen,VOR-DME,PA
ACO,Atico,NDB,PE
ANA,Contamana,NDB,PE
AND,Andahuaylas,VOR-DME,PE
ASI,Asia,VOR-DME,PE
ATA,Anta,NDB,PE
AYA,Ayacucho,NDB,PE
BES,Tumbes,VOR,PE
BTE,Chimbote,VOR,PE
CLA,Chiclayo,VOR-DME,PE
EC,Iquitos,NDB,PE
EQU,Arequipa,VOR-DME,PE
HIC,Chiclayo,NDB,PE
IBE,Iberia,NDB,PE
ILO,Ilo,VOR,PE
IQT,Iquitos,VOR-DME,PE
JUL,Juliaca,VOR-DME,PE
LAY,Atalaya,NDB,PE
LIM,Lima,VOR-DME,PE
MAR,Cajamarca,NDB,PE
NUC,Huanuco,NDB,PE
OAS,Andoas,NDB,PE
PDO,Puerto Maldonado,VOR-DME,PE
PE,Ec,NDB,PE
POY,Chachapoyas,VOR-DME,PE
PUL,Pucallpa,VOR-DME,PE
PZA,Puerto Esperanza,VOR,PE
RIO,Rioja,NDB,PE
SCO,Pisco,VOR-DME,PE
SJN,San Juan,VOR,PE
SLS,Salinas,VOR-DME,PE
TAL,Talara,VOR,PE
TAP,Tarapoto,VOR-DME,PE
TCA,Tacna,VOR-DME,PE
TGM,Tingo Maria,NDB,PE
TOC,Tocto,VOR,PE
TRO,Corrientes,NDB,PE
TRU,Trujillo,VOR-DME,PE
UAN,Juanjui,NDB,PE
UAS,Sihuas,VOR,PE
URA,Piura,VOR-DME,PE
URC,Urcos,VOR-DME,PE
YMR,Yurimaguas,VOR,PE
YMS,Yurimaguas,NDB,PE
ZCO,Cusco,VOR-DME,PE
AA,Anaa,NDB,PF
AN,Hiva Oa,NDB,PF
AV,Raivavae,NDB,PF
BB,Bora Bora,NDB,PF
FK,Fakarava,NDB,PF
FN,Fangatau,NDB,PF
HAO,Hao,VOR-DME,PF
HH,Huahine,NDB,PF
HHN,Huahine,VOR-DME,PF
HV,Hiva Oa,NDB,PF
MA,Maupiti,NDB,PF
MG,Totegegie,NDB,PF
MH,Manihi,NDB,PF
MK,Makemo,NDB,PF
MO,Moorea,NDB,PF
NH,Nuku Hiva,NDB,PF
NP,Napuka,NDB,PF
OA,Rangiroa,NDB,PF
RAN,Rangiroa,VOR-DME,PF
RD,Rangiroa,DME,PF
RE,Reao,NDB,PF
RT,Rurutu,NDB,PF
RU,Raiatea,NDB,PF
TAF,Tahiti Faaa,VOR-DME,PF
TB,Tubuai,NDB,PF
TP,Takapoto,NDB,PF
UK,Ua Huka,NDB,PF
BUK,Buka,NDB-DME,PG
DAU,Daru,NDB-DME,PG
FIN,Finschhafen,NDB-DME,PG
GA,Goroka,NDB,PG
GBE,Gobe,NDB-DME,PG
GNY,Gurney,VOR-DME,PG
GUA,Girua,NDB-DME,PG
HKN,Hoskins,NDB-DME,PG
JSN,Jackson,NDB,PG
KAV,Kavieng,VOR-DME,PG
KIK,Kikori,NDB,PG
KIU,Kiunga,NDB-DME,PG
KRM,Kerema,NDB-DME,PG
KUB,Kubuna,NDB,PG
KUT,Kumul Platform,NDB,PG
LAE,Lae,NDB,PG
LHR,Kunaye,NDB,PG
MD,Madang,VOR-DME,PG
MH,Mount Hagen,NDB-DME,PG
MIS,Misima,NDB,PG
MOE,Momote,NDB-DME,PG
MOR,Moro,NDB-DME,PG
NZ,Nadzab,VOR-DME,PG
OKT,Ok Tedi,NDB-DME,PG
PRE,Parer,NDB,PG
PY,Port Moresby,VOR-DME,PG
TOK,Tokua,VOR-DME,PG
TVI,Tavai,NDB,PG
VNO,Vanimo,NDB-DME,PG
WK,Wewak,VOR-DME,PG
AL,Alabat,NDB,PH
BA,Bagabag,NDB,PH
BB,Basa,NDB,PH
BC,Bacolod,VOR,PH
BG,Baguio,NDB,PH
BN,Butuan,VOR-DME,PH
BS,Basco,NDB,PH
CAB,Cabanatuan,VOR-DME,PH
CGO,Cagayan De Oro,VOR-DME,PH
CIA,Clark,VOR-DME,PH
COT,Cotabato,VOR-DME,PH
CT,Caticlan,NDB,PH
CUY,Cauayan,VOR-DME,PH
DAO,Davao,VOR-DME,PH
DG,Dumaguete,VOR,PH
DI,Dipolog,NDB,PH
DT,Daet,NDB,PH
GSA,Tambler,VOR-DME,PH
IOO,Iloilo,VOR-DME,PH
JL,Jolo,NDB,PH
JOM,Jomalig,VOR-DME,PH
JV,Jovellar,NDB,PH
KLO,Kalibo,VOR-DME,PH
LAO,Laoag,VOR-DME,PH
LBG,Lubang,VOR-DME,PH
LIP,Lipa,VOR,PH
LP,Legazpi,VOR-DME,PH
LR,Larap,NDB,PH
MBT,Masbate,VOR-DME,PH
MCT,Mactan,VOR-DME,PH
MIA,Manila,VOR-DME,PH
MP,Malampaya (Shell Oil Platform),NDB,PH
NGA,Naga,VOR-DME,PH
OZ,Ozamis,NDB,PH
PIN,Pamalican,NDB,PH
PL,Plaridel,NDB,PH
PN,Pagadian,NDB,PH
PR,Puerto Princesa,VOR-DME,PH
ROX,Roxas,VOR-DME,PH
RS,Rosario,NDB,PH
SAJ,San Jose,VOR-DME,PH
SAN,San Fernando,VOR,PH
SBA,Subic Bay,VOR-DME,PH
SFS,Subic Bay,NDB,PH
SU,Surigao,NDB,PH
TAC,Tacloban,VOR-DME,PH
TBR,Tambler,NDB,PH
TD,Tandag,NDB,PH
TUG,Tuguegarao,VOR-DME,PH
VC,Virac,NDB,PH
ZAM,Zamboanga,VOR-DME,PH
BI,Bindo,VOR,PK
BN,Bannu,NDB,PK
BW,Bahawalpur,NDB,PK
DB,Dalbandin,NDB,PK
DG,Dera Ghazi Khan,NDB,PK
DI,D I Khan,VOR,PK
FA,Faisalabad,NDB,PK
GD,Gwadar,NDB,PK
GT,Gilgit,NDB,PK
JI,Jiwani,VOR-DME,PK
KA,Cape Monze,NDB,PK
KC,Karachi,VOR-DME,PK
KD,Hyderabad,NDB,PK
KE,Chor,NDB,PK
KF,Gharo,NDB,PK
KH,Khuzdar,NDB,PK
LA,Lahore,VOR-DME,PK
MF,Muzaffarabad,NDB,PK
MI,Mianwali,NDB,PK
MJ,Moenjodaro,NDB,PK
MT,Multan,VOR,PK
NH,Nawabshah,VOR-DME,PK
OR,Ormara,NDB,PK
PC,Parachinar,NDB,PK
PG,Panjgur,VOR-DME,PK
PI,Pasni,NDB,PK
PS,Peshawar,VOR-DME,PK
QT,Quetta,VOR-DME,PK
QT,Quetta,NDB,PK
RK,Rahim Yar Khan,VOR-DME,PK
RK,Rahim Yar Khan,NDB,PK
RN,Islamabad,VOR-DME,PK
RT,Rawalakot,NDB,PK
SB,Sibi,NDB,PK
SD,Skardu,NDB,PK
SK,Sukkur,NDB,PK
SN,Sehwan Sharif,NDB,PK
SP,Sheikhupura,NDB,PK
SS,Saidu Sharif,NDB,PK
TU,Turbat,NDB,PK
ZB,Zhob,VOR-DME,PK
AY,Warszawa,NDB,PL
BBM,Babimost,NDB,PL
CHO,Chociwel,NDB,PL
CZE,Czempin,VOR-DME,PL
DAR,Darlowo,VOR-DME,PL
DRE,Drezdenko,VOR-DME,PL
DW,Szczytno,NDB,PL
F,Pruszcz Gdanski,NDB,PL
FT,Pruszcz Gdanski,NDB,PL
GDA,Gdansk,NDB,PL
GRU,Grudziadz,VOR-DME,PL
H,Wroclaw,NDB,PL
HG,Wroclaw,NDB,PL
JAB,Jablonka,VOR-DME,PL
JED,Jedow,VOR-DME,PL
K,Oksywie,NDB,PL
KMI,Kmiecin,VOR,PL
KN,Oksywie,NDB,PL
KRN,Karnice,VOR-DME,PL
KRT,Kartuzy,VOR-DME,PL
KRW,Krakow,NDB,PL
L,Krakow,NDB,PL
LAW,Poznan,VOR-DME,PL
LDZ,Lodz,VOR-DME,PL
LIN,Linin,VOR-DME,PL
LUB,Lubin,NDB,PL
MRA,Mragowo,VOR-DME,PL
N,Oksywie,NDB,PL
NK,Oksywie,NDB,PL
OKE,Okecie,VOR-DME,PL
OL,Szczecin,NDB,PL
OR,Rzeszow,NDB,PL
P,Lawica,NDB,PL
P,Pyrzowice,NDB,PL
PNO,Piaseczno,NDB,PL
POZ,Poznan,NDB,PL
PT,Katowice,NDB,PL
RUD,Skupowo,VOR-DME,PL
RZE,Rzeszow,VOR-DME,PL
S,Bydgoszcz,NDB,PL
S,Gdansk,NDB,PL
SA,Mielec,NDB,PL
SIE,Siedlce,VOR-DME,PL
SL,Bydgoszcz,NDB,PL
SUI,Subi,VOR-DME,PL
SUW,Suwalki,VOR-DME,PL
T,Lask,NDB,PL
TRB,Treblo,VOR,PL
TRZ,Trzebnica,VOR-DME,PL
TZ,Lask,NDB,PL
W,Warszawa,NDB,PL
WAG,Warszawa,NDB,PL
WAO,Warszawa,NDB,PL
WAR,Zaborowek,VOR-DME,PL
MQ,Miquelon,NDB,PM
SP,St-Pierre,NDB,PM
BQN,Borinquen,VORTAC,PR
DDP,Dorado,NDB,PR
MAZ,Mayaguez,VOR-DME,PR
NRR,Roosevelt Roads,TACAN,PR
PSE,Ponce,VOR-DME,PR
SJ,Patty,NDB,PR
SJU,San Juan,VORTAC,PR
GZA,Gaza,VOR-DME,PS
IRM,Jerusalem,NDB,PS
RFH,Gaza,NDB,PS
BEJ,Beja,VORTAC,PT
BRG,Braganca,NDB,PT
CAS,Cascais,VOR-DME,PT
CB,Coimbra,NDB,PT
COV,Covilha,NDB,PT
CP,Caparica,NDB,PT
ESP,Espichel,VORTAC,PT
FIL,Horta,NDB,PT
FLO,Flores,NDB,PT
FRS,Flores,VOR-DME,PT
FTM,Fatima,VOR-DME,PT
FUN,Madeira,VOR-DME,PT
GC,Graciosa,NDB,PT
GP,Lajes,NDB,PT
HT,Horta,NDB,PT
LAJ,Lajes,TACAN,PT
LAR,Arruda,NDB,PT
LIS,Lisboa,VOR-DME,PT
LM,Lajes,VOR,PT
LO,Lisboa Lom,NDB,PT
MAD,Madeira,NDB,PT
MGL,Ponta Delgada,NDB,PT
MIO,Montijo,NDB,PT
MOJ,Montijo,TACAN,PT
MTL,Monte Real,NDB,PT
MTR,Monte Real,TACAN,PT
NSA,Nisa,VORTAC,PT
OVR,Ovar,TACAN,PT
PD,Ponta Delgada,NDB,PT
PG,Porto,NDB,PT
PI,Pico,NDB,PT
POR,Porto,NDB,PT
PRT,Porto,VOR-DME,PT
SGR,Sagres,VOR-DME,PT
SNT,Porto Santo,VOR-DME,PT
SRA,Sintra,VORTAC,PT
STO,Porto Santo,TACAN,PT
TRM,Terminal,TACAN,PT
VFA,Faro,VOR-DME,PT
VFL,Horta,VORTAC,PT
VIS,Viseu,VOR-DME,PT
VMG,Sao Miguel,VORTAC,PT
VR,Vila Real,NDB,PT
VSM,Santa Maria,VOR-DME,PT
ROR,Koror,NDB-DME,PW
ALG,Ciudad Del Este,NDB,PY
CDE,Ciudad Del Este,NDB,PY
CON,Concepcion,NDB,PY
FIL,Filadelfia,NDB,PY
ITU,Itaipu,NDB,PY
MCL,Mariscal Estigarribia,NDB,PY
PJC,Pedro Juan Caballero,NDB,PY
PS,Asuncion,NDB,PY
ST,Asuncion,NDB,PY
STA,Santa Teresa,NDB,PY
VAS,Asuncion,VOR-DME,PY
VB,Asuncion,NDB,PY
VES,Ciudad Del Este,VOR-DME,PY
ALD,Al Udeid,VORTAC,QA
DOH,Doha,VOR-DME,QA
WK,Wk,NDB,QA
FXR,St Denis Gillot,NDB,RE
PRF,St Pierre Pierrefonds,VOR-DME,RE
SDG,St Denis Gillot,VOR-DME,RE
SP,Pierrefonds/Etang,NDB,RE
A,Baneasa East,NDB,RO
ARD,Arad,VOR-DME,RO
B,Baneasa West,NDB,RO
BC,Bacau,NDB,RO
BCU,Bacau,VOR-DME,RO
BMR,Baia Mare,NDB,RO
BRV,Brasov,VOR-DME,RO
BSE,Baneasa Southeast,NDB,RO
BSW,Baneasa Southwest,NDB,RO
CLJ,Cluj,VOR-DME,RO
CND,Constanta,VOR-DME,RO
CRS,Caransebes,NDB,RO
CRV,Craiova,VOR-DME,RO
D,Deveselu,NDB,RO
DA,Deveselu West,NDB,RO
DVA,Deva,VOR-DME,RO
EA,Craiova,NDB,RO
FLR,Floresti,VOR-DME,RO
GLT,Galati,VOR-DME,RO
IAS,Iasi,NDB,RO
OPE,Otopeni,NDB,RO
OPT,Rosiori,VOR-DME,RO
OPW,Otopeni,NDB,RO
ORA,Oradea,NDB,RO
OTL,Otopeni,NDB,RO
OTR,Otopeni,NDB,RO
SAT,Satu Mare,VOR-DME,RO
SCV,Suceava,VOR-DME,RO
SIB,Sibiu,NDB,RO
STJ,Strejnic,VOR-DME,RO
TGJ,Targu Jiu,VOR-DME,RO
TGM,Targu Mures,NDB,RO
TLA,Tulcea,VOR-DME,RO
TLC,Tulcea,NDB,RO
TND,Tandarei,NDB,RO
TSR,Timisoara,NDB,RO
UU,Constanta,NDB,RO
